"","site","Uplot","ID.x","plot","pot","source","start.height","post.trans.condition","mid.condition","fall.condition","fr.total","fr.fl.total","size1","MID.stem.number","MID.max.stem","size2","FALL.stem.number","FALL.max.stem","size1_ln","size2_ln","surv0","surv_end","surv1","surv2","start.height_ln","fec","pFlower","start","ID.y","GROUP","CODE","SITE","PLOT","SUBSTRATE","silt","sand","gravel","cobble","boulder","slab","H_silt","H_sand","H_gravel","H_cobble","H_boulder","H_slab","SUM","aspect","Densi_raw_Mean","Asp_Expo","Densi_cover","Particle_mean","Particle_even","moist_score","Vert._dist_wat","Horiz_dist_to_wat","tot_area_Seasonal","plot_slope","WatAREA__to_bankAREA","X.x","X.y","ID1","ID2","Latitude","Longitude","Elevation","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","LR1","LR2","LR3","LR4","LR5","LR6","LR7","LR8","LR9","LR10","GAM1","GAM2","GAM3","GAM4","GAM5","GAM6","GAM7","GAM8","GAM9","GAM10","RF1","RF2","RF3","RF4","RF5","RF6","RF7","RF8","RF9","RF10","BRT1","BRT2","BRT3","BRT4","BRT5","BRT6","BRT7","BRT8","BRT9","BRT10","MAX1","MAX2","MAX3","MAX4","MAX5","MAX6","MAX7","MAX8","MAX9","MAX10","LR","GAM","RF","BRT","MAX","ENSEMBLE","site_type","start_sd","ENSEMBLE_sd","moist_score_sd"
"554","MOSBY","MOSBYP05","tran_788","P05",1,"R",6,"D","","",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,1.94591014905531,NA,NA,0.264050116396084,1,1,"MOSBY P05.2","MOSBY","P05","sand",0,75,15,10,0,0,"#NUM!","-2.E-01","-3.E-01","-2.E-01","#NUM!","#NUM!",100,180,40,0,41.6,0.2875,0.73,1.5,0.66,5.79,2.907,0.16,2.35,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-0.953781658462489,-0.668363819104918,-1.35242770182881
"555","MOSBY","MOSBYP05","tran_789","P05",2,"C",21,"D","","",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,3.09104245335832,NA,NA,0.749118915205246,1,1,"MOSBY P05.2","MOSBY","P05","sand",0,75,15,10,0,0,"#NUM!","-2.E-01","-3.E-01","-2.E-01","#NUM!","#NUM!",100,180,40,0,41.6,0.2875,0.73,1.5,0.66,5.79,2.907,0.16,2.35,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-0.358059369809589,-0.668363819104918,-1.35242770182881
"556","MOSBY","MOSBYP05","tran_790","P05",2,"R",10,"D","","",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,2.39789527279837,NA,NA,0.603558007287658,1,1,"MOSBY P05.2","MOSBY","P05","sand",0,75,15,10,0,0,"#NUM!","-2.E-01","-3.E-01","-2.E-01","#NUM!","#NUM!",100,180,40,0,41.6,0.2875,0.73,1.5,0.66,5.79,2.907,0.16,2.35,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-0.536825510645572,-0.668363819104918,-1.35242770182881
"557","MOSBY","MOSBYP05","tran_791","P05",3,"C",80,"A","","",0,0,9,3,5,7,3,4,2.30258509299405,2.07944154167984,1,1,1,1,4.39444915467244,NA,0,1.51227923794846,1,1,"MOSBY P05.2","MOSBY","P05","sand",0,75,15,10,0,0,"#NUM!","-2.E-01","-3.E-01","-2.E-01","#NUM!","#NUM!",100,180,40,0,41.6,0.2875,0.73,1.5,0.66,5.79,2.907,0.16,2.35,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",0.579192449292744,-0.668363819104918,-1.35242770182881
"558","MOSBY","MOSBYP05","tran_792","P05",5,"R",97,"A","","",0,5,95,12,13,87,13,14,4.56434819146784,4.47733681447821,1,1,1,1,4.58496747867057,5,1,2.58833341412199,1,1,"MOSBY P05.2","MOSBY","P05","sand",0,75,15,10,0,0,"#NUM!","-2.E-01","-3.E-01","-2.E-01","#NUM!","#NUM!",100,180,40,0,41.6,0.2875,0.73,1.5,0.66,5.79,2.907,0.16,2.35,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",1.90071520672082,-0.668363819104918,-1.35242770182881
"559","MOSBY","MOSBYP05","tran_793","P05",1,"R",3,"D","","",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,1.38629436111989,NA,NA,0.202492379723188,1,1,"MOSBY P05.2","MOSBY","P05","sand",0,75,15,10,0,0,"#NUM!","-2.E-01","-3.E-01","-2.E-01","#NUM!","#NUM!",100,180,40,0,41.6,0.2875,0.73,1.5,0.66,5.79,2.907,0.16,2.35,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-1.02938189468691,-0.668363819104918,-1.35242770182881
"560","MOSBY","MOSBYP05","tran_794","P05",1,"R",3,"A","","",0,0,3,1,3,NA,0,0,1.38629436111989,NA,1,0,1,0,1.38629436111989,NA,NA,0.202492379723188,1,1,"MOSBY P05.2","MOSBY","P05","sand",0,75,15,10,0,0,"#NUM!","-2.E-01","-3.E-01","-2.E-01","#NUM!","#NUM!",100,180,40,0,41.6,0.2875,0.73,1.5,0.66,5.79,2.907,0.16,2.35,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-1.02938189468691,-0.668363819104918,-1.35242770182881
"561","MOSBY","MOSBYP05","tran_795","P05",2,"C",21,"D","","",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,3.09104245335832,NA,NA,0.749118915205246,1,1,"MOSBY P05.2","MOSBY","P05","sand",0,75,15,10,0,0,"#NUM!","-2.E-01","-3.E-01","-2.E-01","#NUM!","#NUM!",100,180,40,0,41.6,0.2875,0.73,1.5,0.66,5.79,2.907,0.16,2.35,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-0.358059369809589,-0.668363819104918,-1.35242770182881
"562","MOSBY","MOSBYP05","tran_796","P05",4,"R",108,"A","","",0,3,66,11,14,67,8,15,4.20469261939097,4.21950770517611,1,1,1,1,4.69134788222914,3,1,2.12345263171395,1,1,"MOSBY P05.2","MOSBY","P05","sand",0,75,15,10,0,0,"#NUM!","-2.E-01","-3.E-01","-2.E-01","#NUM!","#NUM!",100,180,40,0,41.6,0.2875,0.73,1.5,0.66,5.79,2.907,0.16,2.35,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",1.32978620793394,-0.668363819104918,-1.35242770182881
"563","MOSBY","MOSBYP06","tran_683","P06",1,"R",5,"A","","",0,0,13,2,8,12,2,10,2.63905732961526,2.56494935746154,1,1,1,1,1.79175946922805,NA,0,0.247093541615086,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-0.974606352940982,-0.668363819104918,0.589888678457246
"564","MOSBY","MOSBYP06","tran_685","P06",2,"C",18,"D","","",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,2.94443897916644,NA,NA,0.718332185624952,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-0.395869142466037,-0.668363819104918,0.589888678457246
"565","MOSBY","MOSBYP06","tran_686","P06",3,"C",98,"A","","",0,0,10,2,9,NA,0,0,2.39789527279837,NA,1,0,1,0,4.59511985013459,NA,NA,1.57448715354172,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",0.655591182710613,-0.668363819104918,0.589888678457246
"566","MOSBY","MOSBYP06","tran_687","P06",4,"R",82,"A","","",0,3,58,6,16,78,6,19,4.07753744390572,4.36944785246702,1,1,1,1,4.4188406077966,3,1,2.01172464919661,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",1.19257093122432,-0.668363819104918,0.589888678457246
"567","MOSBY","MOSBYP06","tran_688","P06",1,"C",1,"D","","",0,0,2,1,2,NA,0,0,1.09861228866811,NA,0,NA,NA,NA,0.693147180559945,NA,NA,0.126246189861594,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-1.12302130179148,-0.668363819104918,0.589888678457246
"568","MOSBY","MOSBYP06","tran_689","P06",2,"R",27,"A","","",0,0,5,3,3,7,1,7,1.79175946922805,2.07944154167984,1,1,1,1,3.3322045101752,NA,0,0.799762947136793,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-0.295862463550234,-0.668363819104918,0.589888678457246
"569","MOSBY","MOSBYP06","tran_690","P06",3,"R",106,"A","","",0,0,38,8,9,42,7,10,3.66356164612965,3.76120011569356,1,1,1,1,4.67282883446191,NA,0,1.59857693868319,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",0.685176309548008,-0.668363819104918,0.589888678457246
"570","MOSBY","MOSBYP06","tran_691","P06",1,"R",2,"D","","",0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,1.09861228866811,NA,NA,0.170847351753492,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-1.06824576004554,-0.668363819104918,0.589888678457246
"571","MOSBY","MOSBYP06","tran_692","P06",1,"C",2,"A","","",0,0,6,1,6,12,1,12,1.94591014905531,2.56494935746154,1,1,1,1,1.09861228866811,NA,0,0.170847351753492,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-1.06824576004554,-0.668363819104918,0.589888678457246
"572","MOSBY","MOSBYP06","tran_693","P06",4,"R",110,"A","","",0,0,62,7,16,49,5,15,4.14313472639153,3.91202300542815,1,1,1,1,4.70953020131233,NA,0,2.13090738253806,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",1.33894153029889,-0.668363819104918,0.589888678457246
"573","MOSBY","MOSBYP06","tran_694","P06",5,"C",193,"A","","",2,2,154,8,28,138,6,29,5.04342511691925,4.93447393313069,1,1,1,1,5.26785815906333,2,1,2.9366076611223,1,1,"MOSBY P06.2","MOSBY","P06","cobble",0,15,5,50,30,0,"#NUM!","-3.E-01","-1.E-01","-3.E-01","-4.E-01","#NUM!",100,40,44,140,45.76,0.8925,1.14,3.5,0.25,7.35,3.139,0.16,0.59,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",2.32843748449098,-0.668363819104918,0.589888678457246
"574","MOSBY","MOSBYP07","tran_695","P07",1,"R",3,"A","","",0,0,1,1,1,NA,0,0,0.693147180559945,NA,1,0,1,0,1.38629436111989,NA,NA,0.202492379723188,1,1,"MOSBY P07.2","MOSBY","P07","cobble",0,15,5,75,5,0,"#NUM!","-3.E-01","-1.E-01","-2.E-01","-1.E-01","#NUM!",100,30,37.5,150,39,0.855,0.8,3,0.31,7.36,3.4675,0.19,0.88,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-1.02938189468691,-0.668363819104918,0.104309583385733
"575","MOSBY","MOSBYP07","tran_696","P07",1,"C",1,"A","","",0,0,1,1,1,NA,0,0,0.693147180559945,NA,1,0,1,0,0.693147180559945,NA,NA,0.126246189861594,1,1,"MOSBY P07.2","MOSBY","P07","cobble",0,15,5,75,5,0,"#NUM!","-3.E-01","-1.E-01","-2.E-01","-1.E-01","#NUM!",100,30,37.5,150,39,0.855,0.8,3,0.31,7.36,3.4675,0.19,0.88,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",-1.12302130179148,-0.668363819104918,0.104309583385733
"576","MOSBY","MOSBYP07","tran_697","P07",4,"R",36,"A","","",0,0,35,3,12,NA,0,0,3.58351893845611,NA,1,0,1,0,3.61091791264422,NA,NA,1.68047634418413,1,1,"MOSBY P07.2","MOSBY","P07","cobble",0,15,5,75,5,0,"#NUM!","-3.E-01","-1.E-01","-2.E-01","-1.E-01","#NUM!",100,30,37.5,150,39,0.855,0.8,3,0.31,7.36,3.4675,0.19,0.88,NA,28,"trans","Mosby Creek",43.721298,-122.976312,243,11.28,11.8,45.56,508.21,26.8,0.9,25.9,5.73,17.65,17.73,5.43,1274,197,16,61.64,575,86,90,521,0.4,0.31,0.41,0.32,0.52,0.25,0.47,0.46,0.51,0.37,0.35,0.25,0.27,0.23,0.39,0.25,0.45,0.48,0.32,0.34,0.34,0.11,0.09,0.3,0.16,0.27,0.16,0.24,0.19,0.14,0.03,0.07,0.12,0.07,0.05,0.4,0.09,0.05,0.15,0.08,0.37,0.38,0.32,0.26,0.38,0.35,0.39,0.42,0.38,0.33,0.4,0.33,0.2,0.11,0.36,0.26,"unoccupied",0.785758539128863,-0.668363819104918,0.104309583385733
