"modeldataset","presabs","id","lat","long","elev_m","bio1_clim","bio2_clim","bio3_clim","bio4_clim","bio5_clim","bio6_clim","bio7_clim","bio8_clim","bio9_clim","bio10_clim","bio11_clim","bio12_clim","bio13_clim","bio14_clim","bio15_clim","bio16_clim","bio17_clim","bio18_clim","bio19_clim"
"Climate ENM",0,"pseudo.2394",40.735863,-123.838124,772,10.28333333,13.48333333,49.03030303,527.9132734,26.8,-0.7,27.5,4.816666667,17.15,17.15,4.383333333,1909,448,2,93.84890476,993,36,36,970
"Climate ENM",0,"pseudo.2395",38.568094,-123.16181,468,13.44583333,13.34166667,58.51608187,365.565927,27.3,4.5,22.8,9.283333333,18.05,18.05,9.283333333,1632,359,2,98.17055712,992,20,20,992
"Climate ENM",0,"pseudo.2396",41.316197,-122.025803,1180,10.29583333,15.075,45.13473054,657.9564034,29.8,-3.6,33.4,2.866666667,18.6,18.6,2.866666667,1527,274,7,80.82203106,779,42,42,779
"Climate ENM",0,"pseudo.2397",38.041952,-118.274137,1859,9.0875,17.54166667,44.4092827,796.5411734,31,-8.5,39.5,0.033333333,19.41666667,19.41666667,0.033333333,144,27,3,55.37295915,55,19,19,55
"Climate ENM",0,"pseudo.2398",38.932868,-118.283912,1254,12.59166667,17.55,43.76558603,792.4238803,35.5,-4.6,40.1,2.933333333,22.11666667,22.56666667,2.933333333,123,17,4,37.92603114,42,15,17,42
"Climate ENM",0,"pseudo.2399",42.077313,-122.413046,1259,8.925,11.63333333,38.64894795,680.7432435,26.9,-3.2,30.1,1.533333333,18.08333333,18.08333333,1.533333333,685,131,11,67.81958133,331,40,40,331
"Climate ENM",0,"pseudo.2400",43.017166,-122.869607,808,11.39583333,12.30833333,43.1871345,588.8951841,29,0.5,28.5,5.15,19.43333333,19.43333333,4.966666667,1279,223,14,65.42873641,598,66,66,554
"Climate ENM",0,"pseudo.2401",33.546988,-117.37663,513,17.05416667,16.225,51.67197452,556.0430752,34.4,3,31.4,11.56666667,23.93333333,24.28333333,10.78333333,368,88,1,97.22412689,222,9,15,213
"Climate ENM",0,"pseudo.2402",33.481924,-117.427236,473,17.1375,15.79166667,54.08105023,493.0845631,33.3,4.1,29.2,12.2,23.15,23.58333333,11.56666667,394,89,3,96.50830247,240,10,14,225
"Climate ENM",0,"pseudo.2403",34.205826,-118.948834,212,15.87916667,13.95833333,64.02905199,287.5085638,27,5.2,21.8,12.51666667,19.08333333,19.61666667,12.51666667,371,86,1,100.8509087,227,3,6,227
"Climate ENM",0,"pseudo.2404",44.402085,-122.621816,314,11.05416667,11.025,43.23529412,518.8249763,26.5,1,25.5,5.416666667,17.73333333,17.73333333,5.1,1323,213,18,62.63718117,632,83,83,537
"Climate ENM",0,"pseudo.2405",41.179057,-123.690008,373,12.89583333,14.425,47.45065789,600.8534019,31.4,1,30.4,6,20.46666667,20.46666667,6,1637,354,3,87.82450728,871,33,33,871
"Climate ENM",0,"pseudo.2406",40.585045,-121.848447,812,14.30416667,14.175,44.5754717,659.8776,32.9,1.1,31.8,6.95,22.58333333,22.73333333,6.95,1073,181,5,73.25612623,511,38,42,511
"Climate ENM",0,"pseudo.2407",41.317211,-122.252336,1540,9.491666667,13.01666667,42.81798246,654.9456373,28,-2.4,30.4,2.25,17.95,17.95,2.25,1384,250,7,83.13164418,728,38,38,728
"Climate ENM",0,"pseudo.2408",43.175701,-123.833599,533,11.675,9.55,42.63392857,494.0716731,25.4,3,22.4,6.75,18.55,18.55,6.466666667,2145,385,18,72.57050236,1045,95,95,958
"Climate ENM",0,"pseudo.2409",39.75045,-120.251031,1490,9.695833333,16.64166667,44.49643494,731.6403064,31.2,-6.2,37.4,0.95,18.66666667,18.9,0.95,378,59,5,63.85163006,177,25,27,177
"Climate ENM",0,"pseudo.2410",43.510643,-123.549869,123,12.80416667,12.25833333,46.25786164,527.3495405,29,2.5,26.5,6.933333333,19.48333333,19.48333333,6.633333333,1315,250,9,75.0515247,667,54,54,612
"Climate ENM",0,"pseudo.2411",44.1356,-122.757154,661,11.10833333,10.93333333,42.37726098,531.5664387,26.9,1.1,25.8,5.366666667,18,18,5.1,1767,283,23,59.50682309,779,111,111,684
"Climate ENM",0,"pseudo.2412",39.582958,-123.493151,746,12.69583333,16.125,53.21782178,525.445518,30.7,0.4,30.3,6.9,19.25,19.51666667,6.9,1946,436,2,95.55983332,1104,24,27,1104
"Climate ENM",0,"pseudo.2413",41.306954,-122.999803,1451,9.683333333,15.03333333,47.12643678,635.9221412,28.9,-3,31.9,2.466666667,17.48333333,17.71666667,2.4,1319,266,9,80.32598203,697,49,58,677
"Climate ENM",0,"pseudo.2414",33.560434,-116.617733,1348,14.32083333,15.375,50.40983607,562.3265726,31.8,1.3,30.5,8.916666667,18.68333333,21.85,8.15,408,88,2,86.10301463,227,19,35,221
"Climate ENM",0,"pseudo.2415",37.304154,-117.78382,1247,13.87083333,17.575,42.86585366,849.8969412,35.8,-5.2,41,3.666666667,22.25,24.56666667,3.666666667,133,21,5,47.92708763,59,20,20,59
"Climate ENM",0,"pseudo.2416",36.934827,-119.514202,198,17.48333333,14.16666667,42.67068273,711.0054767,36.4,3.2,33.2,10.58333333,26.31666667,26.31666667,9.133333333,439,87,1,88.11189171,239,5,5,232
"Climate ENM",0,"pseudo.2417",36.66856,-121.349457,854,13.55416667,17.99166667,56.75604627,500.6108012,31.7,0,31.7,7.883333333,19.75,19.95,7.883333333,497,102,1,94.71667421,287,6,10,287
"Climate ENM",0,"pseudo.2418",39.946825,-123.596146,928,12.0875,16.70833333,52.21354167,577.3691312,31.7,-0.3,32,5.683333333,19.25,19.58333333,5.683333333,2068,489,4,93.39169021,1182,39,41,1182
"Climate ENM",0,"pseudo.2419",43.878326,-122.988421,445,11.29583333,11.49166667,44.0293742,524.3370634,27.1,1,26.1,5.65,18.1,18.1,5.316666667,1419,239,11,62.56147891,645,76,76,591
"Climate ENM",0,"pseudo.2420",37.029971,-120.331813,57,16.9625,14.95833333,45.88445808,664.0650468,35.4,2.8,32.6,10.65,25,25,8.866666667,301,59,1,86.03060589,163,4,4,160
"Climate ENM",0,"pseudo.2421",40.815837,-121.513589,1015,10.73333333,16.41666667,47.1743295,672.9255441,31,-3.8,34.8,2.85,19.13333333,19.18333333,2.85,769,134,4,71.5311726,371,30,39,371
"Climate ENM",0,"pseudo.2422",40.018961,-122.731698,1363,11.58333333,9.75,37.21374046,654.6766493,27.1,0.9,26.2,4.666666667,20.48333333,20.48333333,4.666666667,1448,294,2,91.06094893,819,27,27,819
"Climate ENM",0,"pseudo.2423",44.262675,-123.61584,462,11.575,9.883333333,40.50546448,534.0731138,26.6,2.2,24.4,5.866666667,18.8,18.8,5.633333333,2553,465,18,75.36960113,1277,105,105,1237
"Climate ENM",0,"pseudo.2424",36.322852,-120.521712,1207,14.37083333,10.94166667,39.78787879,630.066585,30,2.5,27.5,7.45,22.25,22.73333333,7.45,565,131,1,101.5932333,357,6,11,357
"Climate ENM",0,"pseudo.2425",39.827609,-120.02775,1508,10.7375,14.925,41.22928177,765.6967267,31.5,-4.7,36.2,1.7,20.35,20.35,1.7,390,61,6,59.39541622,171,28,28,171
"Climate ENM",0,"pseudo.2426",36.359964,-118.553861,2662,2.041666667,12.98333333,43.71492705,613.1210519,19.1,-10.6,29.7,-4.6,10,10,-4.6,913,194,2,94.56521271,512,14,14,512
"Climate ENM",0,"pseudo.2427",40.834628,-123.601949,787,12.06666667,17,49.56268222,654.3502445,33.2,-1.1,34.3,4.566666667,20.25,20.31666667,4.566666667,1564,357,4,93.05401927,918,28,40,918
"Climate ENM",0,"pseudo.2428",44.004832,-122.530844,669,11.1125,10.65833333,42.12779974,520.8695745,26.6,1.3,25.3,5.45,17.9,17.9,5.4,1767,281,24,59.69004903,787,112,112,690
"Climate ENM",0,"pseudo.2429",34.463215,-119.368958,755,14.2875,15.64166667,53.20294785,498.1973185,31.5,2.1,29.4,9.283333333,20.41666667,20.71666667,8.6,714,176,0,107.9868085,453,3,8,447
"Climate ENM",0,"pseudo.2430",43.39166,-123.004266,949,10.88333333,11.71666667,43.39506173,558.6441921,27.1,0.1,27,4.783333333,18.26666667,18.26666667,4.666666667,1781,297,19,66.16908546,850,90,90,752
"Climate ENM",0,"pseudo.2431",38.035856,-122.77548,82,14.77083333,10.925,56.60621762,333.3675172,25.4,6.1,19.3,10.51666667,18.31666667,18.65,10.51666667,886,177,1,95.44443913,516,11,12,516
"Climate ENM",0,"pseudo.2432",41.432126,-121.854715,1499,8.9875,12.85833333,40.56256572,671.8770349,28,-3.7,31.7,1.466666667,17.8,17.8,1.466666667,1420,251,9,78.78661655,724,45,45,724
"Climate ENM",0,"pseudo.2433",38.711499,-121.676113,6,16.1875,14.875,47.07278481,631.6757115,34.6,3,31.6,8.466666667,23.78333333,23.78333333,8.466666667,505,105,0,92.10427673,295,5,5,295
"Climate ENM",0,"pseudo.2434",37.559612,-119.794309,1141,13.13333333,13.31666667,42.95698925,675.8036742,30.9,-0.1,31,5.8,21.66666667,22.15,5.8,844,164,2,85.79733559,450,14,16,450
"Climate ENM",0,"pseudo.2435",35.572388,-118.012312,1409,14.94583333,13.00833333,40.39855072,722.7644478,33.7,1.5,32.2,8.1,21.05,24.38333333,6.816666667,201,46,1,88.82278996,118,11,21,113
"Climate ENM",0,"pseudo.2436",41.040107,-122.261724,1398,12.07916667,14.54166667,44.88168724,667.7317723,31,-1.4,32.4,4.433333333,20.31666667,20.31666667,4.433333333,2408,457,9,85.75563088,1286,61,61,1286
"Climate ENM",0,"pseudo.2437",42.471956,-122.529902,1207,9.166666667,13.75,43.37539432,650.1445061,28.1,-3.6,31.7,2.15,17.98333333,17.98333333,2.05,989,154,19,55.84279924,415,72,72,374
"Climate ENM",0,"pseudo.2438",43.635666,-122.974736,869,10.66666667,11.45,43.8697318,527.2326265,26.3,0.2,26.1,4.933333333,17.61666667,17.61666667,4.85,1723,292,14,65.70536243,807,71,71,744
"Climate ENM",0,"pseudo.2439",42.273913,-122.707746,969,10.09583333,12.75833333,43.39569161,619.5983242,27.5,-1.9,29.4,3.383333333,18.15,18.15,3.166666667,848,139,14,57.69248847,360,55,55,321
"Climate ENM",0,"pseudo.2440",43.179696,-123.097422,819,12.46666667,11.8,43.06569343,571.6894156,28.7,1.3,27.4,6.116666667,20.15,20.15,6.05,1471,257,17,65.89149494,696,74,74,622
"Climate ENM",0,"pseudo.2441",39.741603,-123.641718,573,12.66666667,14.11666667,51.147343,520.2767329,29.5,1.9,27.6,7.05,19.06666667,19.5,7.05,2030,459,3,96.04647292,1157,24,27,1157
"Climate ENM",0,"pseudo.2442",38.927943,-118.270818,1255,12.55833333,17.61666667,43.60561056,800.700924,35.6,-4.8,40.4,2.816666667,22.15,22.7,2.816666667,123,17,4,37.92603114,42,15,17,42
"Climate ENM",0,"pseudo.2443",34.327378,-117.066493,1752,10.8625,12.625,43.53448276,645.1255163,27.2,-1.8,29,4.416666667,18.96666667,19.03333333,3.483333333,894,203,1,98.17176435,537,18,33,521
"Climate ENM",0,"pseudo.2444",41.828608,-124.108113,51,12.20416667,8.941666667,55.88541667,290.1289551,20.8,4.8,16,9.266666667,16.03333333,16.03333333,9.066666667,2096,397,9,77.58179389,1034,59,59,1007
"Climate ENM",0,"pseudo.2445",39.858198,-121.26767,1693,8.266666667,15.6,47.56097561,642.1354053,27.7,-5.1,32.8,1.066666667,16.36666667,16.46666667,1.066666667,2014,391,6,87.74181202,1108,35,36,1108
"Climate ENM",0,"pseudo.2446",39.311174,-120.243393,1889,7.679166667,14.825,44.12202381,684.7343823,26.9,-6.7,33.6,-0.15,16.2,16.5,-0.15,1145,213,8,80.0720002,581,40,41,581
"Climate ENM",0,"pseudo.2447",37.958152,-119.879257,1332,12.68333333,13.53333333,42.82700422,686.7060153,30.9,-0.7,31.6,5.05,21.38333333,21.61666667,5.05,1065,197,3,82.9604162,552,22,26,552
"Climate ENM",0,"pseudo.2448",41.247392,-122.156271,1097,11.175,15.3,46.64634146,656.0054739,30.7,-2.1,32.8,3.783333333,19.35,19.46666667,3.783333333,1482,263,7,81.49093604,752,40,43,752
"Climate ENM",0,"pseudo.2449",43.457364,-124.164421,21,12.34166667,10.18333333,52.22222222,354.2458913,23.3,3.8,19.5,8.666666667,16.88333333,16.88333333,8.283333333,1864,340,13,72.73843604,921,82,82,863
"Climate ENM",0,"pseudo.2450",38.706623,-118.962929,1474,11,17.81666667,44.32006633,805.5235452,33.3,-6.9,40.2,1.483333333,20.88333333,21.23333333,1.483333333,192,31,7,45.00882441,78,23,25,78
"Climate ENM",0,"pseudo.2451",33.746586,-117.785558,53,17.28333333,13.1,56.22317597,359.3196433,29,5.7,23.3,13.7,21.31666667,21.95,13.1,363,96,0,103.7916795,228,4,9,222
"Climate ENM",0,"pseudo.2452",34.898003,-119.760078,983,12.86666667,17.88333333,51.83574879,594.4681861,32.2,-2.3,34.5,7.05,20.5,20.5,6.183333333,395,83,0,94.67047886,238,6,6,211
"Climate ENM",0,"pseudo.2453",43.781125,-122.343324,567,11.95416667,9.958333333,39.36100132,543.5215908,27,1.7,25.3,6.1,19.33333333,19.33333333,5.85,1587,253,20,59.68609838,714,93,93,634
"Climate ENM",0,"pseudo.2454",39.798535,-122.164174,74,16.66666667,14.4,45,667.0161963,34.8,2.8,32,8.633333333,24.8,24.8,8.633333333,545,108,2,85.8396818,295,14,14,295
"Climate ENM",0,"pseudo.2455",44.08613,-123.278514,115,11.85833333,11.11666667,42.92149292,545.1181412,27.6,1.7,25.9,5.95,18.91666667,18.91666667,5.566666667,1171,219,10,72.9391244,590,55,55,539
"Climate ENM",0,"pseudo.2456",44.218776,-122.476484,1005,9.054166667,11.175,42.16981132,549.7828428,25.2,-1.3,26.5,3.133333333,16.28333333,16.28333333,2.933333333,1871,294,26,58.40742004,811,120,120,720
"Climate ENM",0,"pseudo.2457",40.141215,-123.036923,1619,9.608333333,11.68333333,40.70847851,661.4784863,26.8,-1.9,28.7,2.583333333,17.61666667,18.53333333,2.583333333,1810,357,3,91.20653409,1031,28,28,1031
"Climate ENM",0,"pseudo.2458",34.711393,-119.673178,1663,9.195833333,16.29166667,51.07105538,567.8886668,28,-3.9,31.9,3.483333333,16.33333333,16.41666667,2.733333333,748,169,0,106.7169937,473,3,8,456
"Climate ENM",0,"pseudo.2459",38.510667,-120.260278,1707,11.3875,13.575,44.50819672,647.6184518,29,-1.5,30.5,4.3,19.5,19.95,4.3,1156,207,4,77.8080657,592,37,38,592
"Climate ENM",0,"pseudo.2460",38.744424,-120.644112,1046,14.45833333,12.46666667,41.55555556,673.9127045,32.2,2.2,30,7.166666667,22.95,23.3,7.166666667,1247,223,3,83.62508309,646,21,27,646
"Climate ENM",0,"pseudo.2461",37.138061,-118.386778,2314,7.016666667,15.03333333,42.22846442,753.800472,26.4,-9.2,35.6,-1.6,16.76666667,16.76666667,-1.6,281,56,9,66.23399092,145,34,34,145
"Climate ENM",0,"pseudo.2462",40.310082,-121.548824,1400,8.970833333,14.44166667,45.84656085,617.1284614,28,-3.5,31.5,2.066666667,16.81666667,16.81666667,2.066666667,1442,255,6,76.52782783,707,46,51,707
"Climate ENM",0,"pseudo.2463",43.113794,-124.185619,5,12.05416667,11.425,55.19323671,353.0159559,23.2,2.5,20.7,8.333333333,16.6,16.6,7.95,1476,256,8,72.72793787,726,57,57,676
"Climate ENM",0,"pseudo.2464",38.930481,-123.190746,786,13.65416667,13.89166667,47.57420091,585.7220033,30.9,1.7,29.2,7.133333333,21.28333333,21.28333333,7.133333333,1283,266,1,92.22200616,735,15,15,735
"Climate ENM",0,"pseudo.2465",34.115549,-117.35882,387,18.0875,15.44166667,52.70193402,498.211004,34.5,5.2,29.3,13.18333333,24.16666667,24.63333333,12.48333333,408,97,1,100.2112796,254,5,11,240
"Climate ENM",0,"pseudo.2466",37.998168,-122.687899,192,15.00416667,12.50833333,54.14862915,395.7929804,28.4,5.3,23.1,10.01666667,19.65,19.65,10.01666667,1106,228,1,95.48642259,640,14,14,640
"Climate ENM",0,"pseudo.2467",42.969861,-122.405117,1095,6.654166667,10.00833333,37.34452736,618.8863104,23.8,-3,26.8,1.4,15.6,15.6,0.816666667,1245,208,21,64.24566956,585,76,76,529
"Climate ENM",0,"pseudo.2468",38.990005,-123.533571,226,14.7,13.85,51.87265918,496.2678895,30.5,3.8,26.7,9.033333333,21.01666667,21.01666667,9.033333333,1161,259,1,97.03447494,687,13,13,687
"Climate ENM",0,"pseudo.2469",35.335459,-119.489219,174,17.09166667,15.3,44.21965318,713.5596851,35.9,1.3,34.6,10.3,25.85,25.85,8.45,160,31,1,80.11987675,90,4,4,79
"Climate ENM",0,"pseudo.2470",39.20539,-123.440174,268,13.6375,15.39166667,56.79581796,457.995261,29.1,2,27.1,8.316666667,19.25,19.25,8.316666667,1109,236,1,94.68303745,642,13,13,642
"Climate ENM",0,"pseudo.2471",34.675698,-116.427287,964,18.68333333,13.05,41.16719243,714.4048169,36.3,4.6,31.7,10.51666667,21.13333333,27.81666667,10.51666667,171,35,1,74.61513478,91,12,19,91
"Climate ENM",0,"pseudo.2472",33.12183,-116.718603,875,15.07916667,16.84166667,53.12828601,553.4497527,33.9,2.2,31.7,9.666666667,19.36666667,22.53333333,9.166666667,526,113,2,93.09348064,310,17,28,291
"Climate ENM",0,"pseudo.2473",35.182449,-118.299717,1389,13.24166667,12.01666667,40.59684685,657.2768662,30.6,1,29.6,6.983333333,21.5,21.81666667,5.883333333,365,77,2,91.61619542,207,10,17,204
"Climate ENM",0,"pseudo.2474",41.23776,-122.836699,1681,9.775,14.76666667,46.72995781,638.917764,29.3,-2.3,31.6,2.616666667,17.78333333,17.93333333,2.616666667,939,177,8,75.59139009,471,32,50,471
"Climate ENM",0,"pseudo.2475",41.82628,-123.146552,579,10.85,12,42.10526316,626.8064802,27.6,-0.9,28.5,4.266666667,19.21666667,19.21666667,3.9,810,187,8,83.92573636,443,31,31,429
"Climate ENM",0,"pseudo.2476",34.073009,-117.472976,333,18.37083333,14.74166667,53.21901324,468.7238882,34,6.3,27.7,13.7,23.98333333,24.56666667,13.1,436,110,1,105.2594198,280,4,10,265
"Climate ENM",0,"pseudo.2477",37.773102,-119.806332,1754,11.275,9.4,35.47169811,636.6121268,26.5,0,26.5,4.583333333,19.25,20.05,4.583333333,952,218,1,96.15704937,537,6,8,537
"Climate ENM",0,"pseudo.2478",40.67619,-123.925391,803,10.625,12.18333333,47.96587927,501.5815895,26.2,0.8,25.4,5.166666667,17.28333333,17.28333333,5.166666667,1937,447,2,92.76069631,984,36,36,984
"Climate ENM",0,"pseudo.2479",40.011833,-123.748033,430,12.82916667,12.85833333,46.75757576,549.4809879,29.9,2.4,27.5,6.683333333,19.63333333,19.9,6.683333333,1914,408,2,91.98787164,1081,28,32,1081
"Climate ENM",0,"pseudo.2480",33.029764,-116.602144,1336,12.97083333,14.95833333,49.20504386,583.3853332,30.6,0.2,30.4,7.266666667,20.43333333,20.73333333,6.666666667,742,161,3,92.10999676,423,23,34,406
"Climate ENM",0,"pseudo.2481",41.08534,-123.673043,488,12.525,14.55,47.54901961,604.616708,31.3,0.7,30.6,5.65,20.23333333,20.23333333,5.65,1721,381,3,89.53784235,940,32,32,940
"Climate ENM",0,"pseudo.2482",40.28244,-121.495515,1652,8.116666667,14.6,45.48286604,640.1254612,27.5,-4.6,32.1,1.016666667,16.31666667,16.31666667,1.016666667,1362,241,6,76.82927469,671,43,43,671
"Climate ENM",0,"pseudo.2483",38.437764,-123.086024,16,13.57083333,10.70833333,63.74007937,244.349399,22.9,6.1,16.8,10.61666667,16.21666667,16.55,10.61666667,1131,223,1,93.56009106,644,14,17,644
"Climate ENM",0,"pseudo.2484",42.561469,-124.123097,274,13.18333333,12.36666667,46.49122807,520.4339681,29.5,2.9,26.6,7.566666667,19.63333333,19.93333333,7.333333333,2298,411,8,78.87601835,1133,65,73,1118
"Climate ENM",0,"pseudo.2485",42.802928,-123.237508,525,11.525,10,40.32258065,565.8601658,26.5,1.7,24.8,5.633333333,19.25,19.25,5.416666667,1092,196,12,69.44313646,523,52,52,480
"Climate ENM",0,"pseudo.2486",35.328112,-118.312252,1433,13.97083333,11.775,38.99006623,683.0960878,31.2,1,30.2,7.566666667,22.5,22.95,6.416666667,374,80,2,94.71164514,221,12,20,218
"Climate ENM",0,"pseudo.2487",40.810258,-122.844914,979,11.7125,16.70833333,47.73809524,717.4802025,33.1,-1.9,35,3.566666667,20.65,20.71666667,3.566666667,1065,210,5,84.49303713,564,30,33,564
"Climate ENM",0,"pseudo.2488",42.982869,-123.856402,379,11.7125,11.60833333,47.77091907,470.7591789,26.2,1.9,24.3,6.816666667,17.98333333,17.98333333,6.466666667,1720,314,11,74.13797152,836,65,65,804
"Climate ENM",0,"pseudo.2489",42.866476,-122.622297,1159,6.966666667,10.48333333,38.97149938,608.4829621,24.1,-2.8,26.9,1.533333333,15.78333333,15.78333333,0.983333333,1279,217,15,67.47474767,614,63,63,574
"Climate ENM",0,"pseudo.2490",35.828615,-118.48348,1233,14.175,14.56666667,45.23809524,655.2289676,32.2,0,32.2,6.883333333,22.45,22.55,6.883333333,508,111,3,98.80948137,311,11,15,311
"Climate ENM",0,"pseudo.2491",43.857054,-122.848447,486,11.6125,10.625,42.33067729,516.4966118,26.8,1.7,25.1,6.016666667,18.35,18.35,5.816666667,1386,218,17,58.03823972,613,82,82,549
"Climate ENM",0,"pseudo.2492",42.801477,-123.626102,507,11.69583333,10.19166667,40.60424967,569.8263624,26.7,1.6,25.1,5.883333333,19.45,19.45,5.733333333,1258,233,9,75.54096441,636,48,48,577
"Climate ENM",0,"pseudo.2493",35.705681,-121.240244,50,15.42083333,12.475,71.28571429,222.0100155,24.8,7.3,17.5,12.7,17.58333333,18.03333333,12.7,643,143,1,101.8325709,396,3,4,396
"Climate ENM",0,"pseudo.2494",44.102187,-123.169858,117,12.075,10.76666667,42.05729167,544.1820384,27.7,2.1,25.6,6.15,19.13333333,19.13333333,5.816666667,1075,194,8,67.78072836,511,48,48,478
"Climate ENM",0,"pseudo.2495",42.502534,-123.530867,523,11.97083333,10.64166667,40.1572327,589.3542627,27.8,1.3,26.5,5.916666667,19.83333333,19.83333333,5.85,1063,203,9,76.06419485,546,46,46,501
"Climate ENM",0,"pseudo.2496",41.990151,-122.443705,883,10.37083333,13.625,42.3136646,697.0798126,29.5,-2.7,32.2,2.9,19.46666667,19.46666667,2.616666667,527,102,8,67.11648044,258,33,33,237
"Climate ENM",0,"pseudo.2497",40.776403,-121.223756,1863,8.6875,10.25833333,36.12089202,678.4143444,25.1,-3.3,28.4,1.25,17.9,17.9,1.25,594,102,7,65.37380442,282,32,32,282
"Climate ENM",0,"pseudo.2498",34.275514,-118.019916,1462,11.775,8.983333333,36.36977058,568.1449079,26.7,2,24.7,5.883333333,18.9,19.25,5.383333333,877,231,1,105.3897698,545,8,20,543
"Climate ENM",0,"pseudo.2499",37.323979,-119.577576,1042,14.2375,14.25833333,44.14344685,684.2418665,32.6,0.3,32.3,6.783333333,22.91666667,23.28333333,6.783333333,891,174,1,88.03308556,478,13,17,478
"Climate ENM",0,"pseudo.2500",38.413742,-120.63136,786,14.85833333,14.63333333,45.44513458,662.6319194,33.8,1.6,32.2,7.416666667,23.35,23.35,7.416666667,1035,195,1,85.23528934,557,13,13,557
"Climate ENM",0,"pseudo.2501",34.693695,-118.408055,967,14.96666667,12.43333333,40.63180828,685.8781144,31.8,1.2,30.6,8.2,23.56666667,23.7,7.15,362,89,1,99.76900938,222,6,12,219
"Climate ENM",0,"pseudo.2502",37.872065,-120.123973,775,13.84166667,14.96666667,45.49138804,659.1931478,32.8,-0.1,32.9,6.466666667,22.16666667,22.41666667,6.466666667,917,184,1,89.23007705,498,11,16,498
"Climate ENM",0,"pseudo.2503",43.155824,-123.492951,176,12.57916667,12.24166667,45.33950617,554.0038494,28.9,1.9,27,6.55,19.61666667,19.61666667,6.166666667,945,183,12,71.8853897,480,53,53,442
"Climate ENM",0,"pseudo.2504",40.133144,-121.683611,1025,12.29583333,14.14166667,45.03715499,646.7943973,30.9,-0.5,31.4,5.116666667,20.45,20.56666667,5.116666667,1358,254,4,79.31885421,684,33,41,684
"Climate ENM",0,"pseudo.2505",34.367945,-118.399128,682,16.54583333,13.575,51.03383459,477.4242364,32,5.4,26.6,11.85,22.5,22.83333333,11.26666667,528,127,1,99.06861434,326,7,15,309
"Climate ENM",0,"pseudo.2506",36.24663,-118.424066,2503,9.366666667,13.41666667,43.8453159,653.3422232,27,-3.6,30.6,2.65,17.78333333,18.06666667,2.65,740,162,4,98.89950653,452,14,18,452
"Climate ENM",0,"pseudo.2507",43.411341,-121.669023,1348,6.729166667,14.90833333,43.84803922,687.0075371,26.7,-7.3,34,-0.75,15.38333333,15.38333333,-1.266666667,585,107,13,66.66100388,283,46,46,260
"Climate ENM",0,"pseudo.2508",38.338513,-120.179454,1694,9.5625,13.35833333,43.6546841,652.15421,27.5,-3.1,30.6,2.466666667,17.86666667,18.1,2.466666667,1238,217,6,78.06575131,631,41,41,631
"Climate ENM",0,"pseudo.2509",39.529482,-121.500351,159,16.32083333,14.00833333,43.36945304,669.960848,34.8,2.5,32.3,8.45,24.68333333,24.68333333,8.45,913,169,1,85.00372683,481,14,14,481
"Climate ENM",0,"pseudo.2510",33.656104,-115.929382,398,21.39166667,14.8,43.14868805,755.2297463,39.9,5.6,34.3,12.6,24.16666667,30.85,12.6,90,15,0,59.67301063,42,4,11,42
"Climate ENM",0,"pseudo.2511",33.756585,-118.082552,6,17.2375,10.09166667,52.28842832,318.5558678,26.8,7.5,19.3,13.91666667,20.71666667,21.35,13.41666667,316,83,0,105.1625595,200,3,6,197
"Climate ENM",0,"pseudo.2512",33.110955,-117.074084,206,17.1375,13.95833333,53.68589744,417.8414499,30.7,4.7,26,12.95,22.08333333,22.6,12.33333333,341,74,1,94.60244983,204,6,9,189
"Climate ENM",0,"pseudo.2513",42.126967,-124.245886,193,12.34583333,8.208333333,44.61050725,395.9307695,23.6,5.2,18.4,8.433333333,17.83333333,17.83333333,8.433333333,2422,449,13,77.31385521,1197,77,77,1197
"Climate ENM",0,"pseudo.2514",40.239926,-123.572196,438,12.82083333,16.35833333,50.48868313,604.3420853,32.7,0.3,32.4,5.983333333,20.48333333,20.48333333,5.983333333,1632,378,2,95.67436947,969,26,26,969
"Climate ENM",0,"pseudo.2515",41.964061,-124.175744,224,11.82083333,8.425,53.32278481,300.1473754,20.5,4.7,15.8,8.85,15.8,15.8,8.65,2153,402,11,76.03456035,1055,69,69,1021
"Climate ENM",0,"pseudo.2516",42.465463,-122.614394,600,11.525,14.18333333,44.60167715,646.3340679,30.7,-1.1,31.8,4.4,20.01666667,20.01666667,4.283333333,728,126,13,58.60860962,320,47,47,288
"Climate ENM",0,"pseudo.2517",40.075058,-122.912107,1550,9.783333333,10.61666667,39.03186275,653.3630946,26,-1.2,27.2,2.9,18.65,18.65,2.9,1470,288,3,88.95331621,808,26,26,808
"Climate ENM",0,"pseudo.2518",43.853453,-122.314591,1464,8.5375,10.10833333,37.85892634,580.4274483,24.6,-2.1,26.7,2.45,16.53333333,16.53333333,2.316666667,1701,265,25,58.98204852,757,102,102,675
"Climate ENM",0,"pseudo.2519",44.397251,-123.251058,81,11.59166667,11.76666667,44.06991261,548.8700514,28,1.3,26.7,5.683333333,18.65,18.65,5.233333333,1162,212,7,74.44380334,588,47,47,556
"Climate ENM",0,"pseudo.2520",42.022419,-123.646001,648,11.27083333,14.375,47.91666667,576.0897118,30,0,30,5.216666667,18.75,18.75,4.866666667,1567,331,8,85.14766629,834,45,45,807
